avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Martin Gibson,5.20472566071428,Malcolm C. Pike,366.289812,Gerald M. Rubin,0.97705,Oliver W. Howarth,0.15000000000000002,N. E. Day,2.738962954918033,John M. Darley,151.991399,Arian Smit,0.6035217500000001,Oliver W. Howarth,0.15000000000000002
Michael B. Eisen,5.184005956852787,Julian Peto,366.289812,P De Camilli,0.974857,Oliver W. Hakenberg,0.15000000000000002,Karen O'Rourke,2.7369196698113205,Mark R. Rosenzweig,151.991399,John R. Glenney,0.60309675,Oliver W. Hakenberg,0.15000000000000002
Tobias Doerks,5.169363383928571,David R. Cox,366.289812,R W Mahley,0.9742875,Olivier Baron,0.15000000000000002,David G. Lowe,2.727037432160802,Robert J. Sternberg,151.991399,Arthur M. Sobol,0.6007295,Olivier Baron,0.15000000000000002
David R. Cox,5.163874162729674,Richard Peto,366.289812,Joseph L. Goldstein,0.9712274999999998,Olivier Berger,0.15000000000000002,Richard R. Copley,2.722041726804124,Ross L. Prentice,151.6267575,Demetrios Papahadjopoulos,0.6001005,Olivier Berger,0.15000000000000002
Michael R. Hee,5.1479808749999965,Robert Tibshirani,362.47426400000006,George Brawerman,0.97099375,Olivier Basset,0.15000000000000002,Gavin Sherlock,2.716152549999999,C. N. R. Rao,150.63261450000005,Keaven M. Anderson,0.598851,Olivier Basset,0.15000000000000002
Granger G. Sutton,5.108430174528299,David G. Lowe,359.16557950000015,James M. Woodruff,0.97001625,Olivier Chinot,0.15000000000000002,Mary Burden,2.684372294642859,David A. Drachman,149.271042,G Blobel,0.5980605,Olivier Chinot,0.15000000000000002
Jacques Ferlay,5.102005956,Ross L. Prentice,354.0073035000001,Demetrios Papahadjopoulos,0.9686094999999999,Olivier David,0.15000000000000002,Cynthia L. Ogden,2.6776720624999983,Robert Katzman,149.271042,Frank E. Speizer,0.5976015000000001,Olivier David,0.15000000000000002
Tetsuo Maita,5.0874980872092985,William H. Stein,349.42157049999986,Richard G. Wyatt,0.9682355,Olivier Danos,0.15000000000000002,Joseph L. Fleiss,2.6722271059027767,Donald L. Price,149.271042,Helen Rayburn,0.595349,Olivier Danos,0.15000000000000002
Todd M. Lowe,5.065050276119403,Stanford Moore,349.42157049999986,K. R. Chan,0.9661274999999999,Olivier Dangles,0.15000000000000002,Lars Hedin,2.6676067992957693,Guy M. McKhann,149.271042,Richard B. Shekelle,0.5944947500000002,Olivier Dangles,0.15000000000000002
Peter W. J. Rigby,5.048605420000002,R. Mead,348.52244900000017,Richard D. Klausner,0.9590299999999999,Olivier D. Christophe,0.15000000000000002,Sidney P. Colowick,2.6669906041666684,P. Armitage,149.06030149999995,G. D. Farquhar,0.59294775,Olivier D. Christophe,0.15000000000000002
Richard M. Karp,5.045439966408272,Daniel Kahneman,346.8743755,Robert P. Perry,0.95735125,Olivier Cuvillier,0.15000000000000002,Jill P. Mesirov,2.6646561414141403,John Matthews,149.06030149999995,Thomas Jenuwein,0.5915665,Olivier Cuvillier,0.15000000000000002
David L. Donoho,5.009885277003481,Amos Tversky,346.8743755,Frank T. Lindgren,0.9570835,Olivier Cussenot,0.15000000000000002,Jeremy Peterson,2.658280847457628,Malcolm C. Pike,142.709671,Max H. Myers,0.5907505000000001,Olivier Cussenot,0.15000000000000002
Parnesh Raniga,4.999071814814811,George Scatchard,345.217411,James I. Cleeman,0.9563780000000001,Olivier Coux,0.15000000000000002,Victor R. Ambros,2.6572783347826063,Julian Peto,142.709671,Robin B. Foster,0.590504,Olivier Coux,0.15000000000000002
Carl-Magnus Rudenstam,4.9955287,Kazuo Nakamoto,343.735232,Bernard B. Brodie,0.9554005,Olivier Coulon,0.15000000000000002,Anthony R. Kerlavage,2.652930090909091,David R. Cox,142.709671,Sandra Melnick,0.5893055,Olivier Coulon,0.15000000000000002
Martin Ringwald,4.9857373800000016,Donald R. Huffman,343.60252150000014,E. P. Greenberg,0.9549839999999996,Olivier Coulembier,0.15000000000000002,Sergey V. Morozov,2.650490920731708,Richard Peto,142.709671,Ellson Y. Chen,0.5882940000000001,Olivier Coulembier,0.15000000000000002
Jane G. Schaller,4.978032199999999,Ralph E. Johnson,343.32882999999987,John W. Pickren,0.9546015,Olivier Corminboeuf,0.15000000000000002,G. E. Palade,2.641577263157894,P. G. Smith,142.709671,Scott D. Emr,0.5880475000000001,Olivier Corminboeuf,0.15000000000000002
Kevin McKernan,4.96756846,Richard Helm,343.32882999999987,Sandra Melnick,0.953998,Olivier Corcos,0.15000000000000002,Amy E. Pasquinelli,2.6134718728813557,Randall K. Saiki,142.554784,Joseph P. Miletich,0.5876310000000001,Olivier Corcos,0.15000000000000002
Nj Bell,4.965918037037039,Ingrid Daubechies,338.5292710000001,Elliot W. Strong,0.953437,Olivier Coqueret,0.15000000000000002,David L. Donoho,2.6090834668989524,David H. Gelfand,142.554784,Ross Jakes,0.5872654999999999,Olivier Coqueret,0.15000000000000002
Fred Ederer,4.959834979591832,F. P. Bowden,338.367516,Reginald A. Clift,0.95013475,Olivier Colliot,0.15000000000000002,Edwin M. Southern,2.596149543795621,Kary B. Mullis,142.554784,Cliff Tabin,0.5859394999999998,Olivier Colliot,0.15000000000000002
Yoav Freund,4.937621166666662,S. Goldstein,326.7013510000001,Carl R. Woese,0.9454215,Olivier Collin,0.15000000000000002,Susan M. Hailpern,2.5874776071428576,Russell Higuchi,142.554784,Darlene Groth,0.5845072499999999,Olivier Collin,0.15000000000000002
Jeffrey C. Lee,4.902525715517242,Tim R. Mosmann,320.15800850000005,Joel C. Kleinman,0.943543,Olivier Collignon,0.15000000000000002,Martin Poenie,2.587176008928573,Henry A. Erlich,142.554784,James M. Woodruff,0.5838145,Olivier Collignon,0.15000000000000002
Patrick O. Brown,4.895728543257007,J. J. Hopfield,316.3088855,Jeanne G. Waggoner,0.94168575,Olivier Cointault,0.15000000000000002,Nan M. Laird,2.585941257372653,R. Mead,142.18946249999996,Philip J. Held,0.5829305,Olivier Cointault,0.15000000000000002
Georges Köhler,4.889621506024093,Eladio Viñuela,316.04825,David B. Pryor,0.94021525,Olivier Clément,0.15000000000000002,Aaron L. Halpern,2.570506878787879,P. J. Flory,140.76091849999997,Richard G. W. Anderson,0.5828114999999998,Olivier Clément,0.15000000000000002
John R. Carson,4.858998192913383,Stacey F. Bent,314.3368344999999,Arthur M. Sobol,0.938341,Olivier Clermont,0.15000000000000002,Patrick Minx,2.5636688000000003,Richard Helm,140.65177000000003,Jeffrey M. Piehler,0.5827689999999999,Olivier Clermont,0.15000000000000002
Jeremy H. Burroughes,4.853329469696964,Joseph R. Lakowicz,311.8880355,Werner R. Loewenstein,0.9381709999999999,Olivier Civelli,0.15000000000000002,Lee Rowen,2.556512322580646,Ralph E. Johnson,140.65177000000003,T. K. Sampath,0.5813834999999999,Olivier Civelli,0.15000000000000002
Aravind Subramanian,4.849703023809524,Henry A. Erlich,304.55591850000013,D. C. Van Essen,0.936709,Olivier De Lacharriere,0.15000000000000002,Jonathan Marchini,2.5540179018691602,Mary E. Charlson,140.43503700000002,R J Lefkowitz,0.581324,Olivier De Lacharriere,0.15000000000000002
Edward J. Roccella,4.843957886792453,Norman Arnheim,304.55591850000013,Robert F. Meenan,0.9350004999999999,Olivier De Wever,0.15000000000000002,Pamela Whittaker,2.5450693070175445,R. A. Fisher,138.1343335,S I Reed,0.5804740000000002,Olivier De Wever,0.15000000000000002
Ronald A. Laskey,4.8338584752066085,Randall K. Saiki,304.55591850000013,P Leder,0.934261,Olivier Decaux,0.15000000000000002,Ivica Letunic,2.5367752727272728,Steven H. Strogatz,137.55743850000002,W. M. Crist,0.5801765,Olivier Decaux,0.15000000000000002
Donald B. Rubin,4.8333532841880364,Kary B. Mullis,304.55591850000013,M. A. Fiatarone,0.9309459999999998,Olivier Dewit,0.15000000000000002,Mark Dickson,2.5310449426229518,David Lane,137.411502,Endel Tulving,0.5784765000000003,Olivier Dewit,0.15000000000000002
Liesi E. Hebert,4.813730108695653,Alex Pentland,303.0752270000001,Pascal Haffter,0.930657,Olivier Dulac,0.15000000000000002,J. Michael Cherry,2.528877247787611,Ed Harlow,137.411502,R W Alexander,0.5766574999999998,Olivier Dulac,0.15000000000000002
Mary Burden,4.792240999999995,Graeme A. Reid,299.1652440000001,Peter J. Savage,0.92474525,Olivier Duchamp,0.15000000000000002,David L. Swofford,2.525420766666669,Ingrid Daubechies,136.33851300000003,Christiane Nüsslein-Volhard,0.5757352500000001,Olivier Duchamp,0.15000000000000002
Ingrid Daubechies,4.772238398876401,David A. Patterson,297.640752,Michael L. Frigge,0.923738,Olivier Dubreuil,0.15000000000000002,Toby Bloom,2.5249693600000005,Joseph O. Hirschfelder,135.77792950000003,E.D. Salmon,0.5755695,Olivier Dubreuil,0.15000000000000002
V. S. Kalyanaraman,4.7412644761904765,Philip E. Hartman,297.1019539999998,Lee N. Robins,0.923415,Olivier Dubourg,0.15000000000000002,Jennifer Baldwin,2.5067979805194804,A. K. Geim,135.2242395,Donald D. Newmeyer,0.5749914999999998,Olivier Dubourg,0.15000000000000002
Ian Korf,4.727543424657533,H. C. Liu,296.3633805,Keaven M. Anderson,0.9217235,Olivier Dubois,0.15000000000000002,N. Ferrara,2.5065571574074075,Sergey V. Morozov,135.2242395,Carl R. Woese,0.5736315,Olivier Dubois,0.15000000000000002
David R. Bentley,4.721570111111109,Eicke R. Weber,296.3633805,James I. Garrels,0.9211795,Olivier Dorseuil,0.15000000000000002,Karen A. Ketchum,2.5057735649350668,D. S. Jiang,135.2242395,Robert P. Perry,0.5733,Olivier Dorseuil,0.15000000000000002
Tim R. Mosmann,4.70429544134078,Russell Higuchi,295.15823350000005,W. Michael O'Fallon,0.914558,Olivier Dormond,0.15000000000000002,Eric Pelletier,2.499281274193549,I. V. Grigorieva,135.2242395,Mark E. Molliver,0.5731725000000001,Olivier Dormond,0.15000000000000002
Donald R. Huffman,4.6943667415254255,David H. Gelfand,295.15823350000005,Ulrich K. Laemmli,0.91449,Olivier Diat,0.15000000000000002,Aileen Robertson,2.498978202898551,K. S. Novoselov,135.2242395,Stanley J. Korsmeyer,0.573096,Olivier Diat,0.15000000000000002
James B. Hicks,4.687589671052626,Allen J. Bard,294.64645700000005,Jonathan A. Raper,0.9136059999999999,Olivier Devuyst,0.15000000000000002,Michaele C. Christian,2.490029222222223,Wang,133.27091399999998,D. R. Curtis,0.5718252500000001,Olivier Devuyst,0.15000000000000002
Stephen T. Sherry,4.674006339999999,Larry R. Faulkner,294.64645700000005,Marek Kubin,0.91181675,Olivier Delaire,0.15000000000000002,Sean Humphray,2.483238005555556,George A. Miller,131.97493599999996,J.Ward Kennedy,0.571481,Olivier Delaire,0.15000000000000002
Gavin Sherlock,4.65801880333333,J. Beringer,294.34149400000007,Jennifer J. Anderson,0.90828925,Olivier Detry,0.15000000000000002,Peter W. J. Rigby,2.4773236300000008,Graeme A. Reid,131.39781150000002,Robert M. Weisskoff,0.5704864999999998,Olivier Detry,0.15000000000000002
C. Milstein,4.654990117469877,P.-G. De Gennes,294.0087785,S I Reed,0.907367,Olivier Detante,0.15000000000000002,Yoav Freund,2.4743232222222207,Patrick H. O'Farrell,131.25592099999997,Lawrence F. Brown,0.5684167499999999,Olivier Detante,0.15000000000000002
David P. Bartel,4.638705786057692,Mark R. Rosenzweig,293.8926090000001,Robin B. Foster,0.9026069999999999,Olivier Descamps,0.15000000000000002,J Holmes,2.4719850895522386,Rebecca DerSimonian,131.12289600000003,Clare M. Waterman-Storer,0.5656245,Olivier Descamps,0.15000000000000002
Richard R. Copley,4.608264283505156,Daniel L. Schacter,293.8926090000001,Rosa Hendler,0.8994194999999999,Olivier Dereure,0.15000000000000002,Trevor Hawkins,2.4704693806818185,Alex Pentland,129.69723349999998,Lora Lewis,0.5633975,Olivier Dereure,0.15000000000000002
J. J. Hopfield,4.6005373372093095,Robert J. Sternberg,293.8926090000001,Eugene R. Passamani,0.8972435,Olivier Denis,0.15000000000000002,Robert B. Catalano,2.461294833333334,A. L. Page,129.15248549999998,Gary Buell,0.5625304999999998,Olivier Denis,0.15000000000000002
David W. Hosmer,4.594307681818182,Shelley E. Taylor,293.8926090000001,Nathan Maccoby,0.89712025,Olivier Delelis,0.15000000000000002,Chad Nusbaum,2.460979616541352,R. H. Miller,129.15248549999998,B. Frank Polk,0.5609834999999999,Olivier Delelis,0.15000000000000002
Isaac L. Chuang,4.555010109271518,John M. Darley,293.8926090000001,Ellson Y. Chen,0.8956540000000001,Olivier Delattre,0.15000000000000002,Tavia Gordon,2.4579488190476195,Patrick O. Brown,124.871809,K. R. Chan,0.5604905,Olivier Delattre,0.15000000000000002
Victor R. Ambros,4.554485947826084,D. Taylor,293.8926090000001,Edwin H. Eylar,0.8950037499999999,Olivier Delalande,0.15000000000000002,Eli Robins,2.456210500000001,Michael B. Eisen,124.871809,David B. Pryor,0.5604480000000001,Olivier Delalande,0.15000000000000002
Allen Newell,4.5478928076923095,Susan T. Fiske,293.8926090000001,Jean Paul Revel,0.89486775,Olivier Chosidow,0.15000000000000002,Gordon J,2.4493863493150663,Paul T. Spellman,124.871809,Lewis G. Tilney,0.55955975,Olivier Chosidow,0.15000000000000002
Paul Milgrom,4.523670155440411,Patrick H. O'Farrell,289.558595,G. B. Kistiakowsky,0.8937967499999999,Olivier Chazouillères,0.15000000000000002,Margherita Maffei,2.4378464274193563,David Botstein,124.871809,Solomon A. Berson,0.5572434999999999,Olivier Chazouillères,0.15000000000000002
Trevor Hawkins,4.512534784090909,Arthur W. Adamson,288.3037059999998,Hugh R.B. Pelham,0.8936904999999999,Olivier Bastien,0.15000000000000002,Vishwanath R. Iyer,2.436547855000001,Kazuo Nakamoto,123.0487545,James I. Garrels,0.5571882499999999,Olivier Bastien,0.15000000000000002
Gordon J,4.4871613869862985,P. J. E. Peebles,283.7385260000001,Harold T. Dodge,0.89354175,Olivier Chavignon,0.15000000000000002,Michael L. Metzker,2.431696746835444,J. S. Bell,122.46012100000002,S H Orkin,0.5568992500000001,Olivier Chavignon,0.15000000000000002
Joseph O. Hirschfelder,4.477160837455834,Manfred Bochmann,283.0236335,Frank E. Speizer,0.89152725,Olivier Bouché,0.15000000000000002,Robert Baertsch,2.415467851851852,Martin Fishbein,122.358291,Jeanne G. Waggoner,0.5566399999999999,Olivier Bouché,0.15000000000000002
Cynthia L. Ogden,4.474879624999997,Geoffrey Wilkinson,283.0236335,Kim Nasmyth,0.8913190000000001,Olivier Bouchez,0.15000000000000002,H. R. Horvitz,2.4086013369565227,Russell F. Doolittle,122.26655900000002,Marc van de Wetering,0.5561895,Olivier Bouchez,0.15000000000000002
Wayne J. Higgins,4.466818840000001,P. C. Eklund,282.74313349999994,Fuller Albright,0.8909619999999999,Olivier Boucher,0.15000000000000002,Donald B. Rubin,2.406381103632476,Douglas P. Wagner,122.14592699999996,William H. Stein,0.5561300000000001,Olivier Boucher,0.15000000000000002
Michaele C. Christian,4.455371698412699,G. Dresselhaus,282.74313349999994,S L Kunkel,0.8853095,Olivier Bouchaud,0.15000000000000002,Clifford L. Johnson,2.3993769797979803,William A. Knaus,122.14592699999996,Michael E. Greenberg,0.5552502500000001,Olivier Bouchaud,0.15000000000000002
M. D. Poulik,4.441018491803279,M. S. Dresselhaus,282.74313349999994,Mary J. Matthews,0.8844934999999999,Olivier Boss,0.15000000000000002,Michael R. Hee,2.3966807937500008,Barbara J. McNeil,122.068458,Cyrus Chothia,0.5551524999999999,Olivier Boss,0.15000000000000002
W. M. Cowan,4.434247039682537,K. A. Müller,281.02830949999986,George K. Aghajanian,0.8822792500000001,Olivier Bonny,0.15000000000000002,Geoffrey E. Hinton,2.3902495570652174,James A. Hanley,122.068458,Norton B. Gilula,0.5544979999999999,Olivier Bonny,0.15000000000000002
Richard Peto,4.433599332417594,J. G. Bednorz,281.02830949999986,Jeffrey C. Watkins,0.8806430000000001,Olivier Blin,0.15000000000000002,David W. Hosmer,2.3816461,Stacey F. Bent,120.6635865,Rosa Hendler,0.5526535,Olivier Blin,0.15000000000000002
Amy E. Pasquinelli,4.4313220677966125,John E. Ware,278.79755249999994,Costan W. Berard,0.8792362499999999,Olivier Bletry,0.15000000000000002,Richard R. Hudson,2.3793556333333337,Richard A. Olshen,120.62457150000002,Karen O'Rourke,0.5515570000000001,Olivier Bletry,0.15000000000000002
Robert L. Spitzer,4.4271684566474,Cathy D. Sherbourne,278.79755249999994,Philip E. Bernatz,0.876376,Olivier Blacque,0.15000000000000002,Ghia Euskirchen,2.378485490909091,Wladek Minor,119.7206815,B. Lawrence Riggs,0.5503415,Olivier Blacque,0.15000000000000002
Jill P. Mesirov,4.425110244949494,C. Milstein,278.37954799999994,Ross Jakes,0.8760614999999999,Olivier Bienayme,0.15000000000000002,D. R. Matthews,2.378318637323945,Zbyszek Otwinowski,119.7206815,Linda M. Rolnitzky,0.5490155,Olivier Bienayme,0.15000000000000002
Aileen Robertson,4.4236123840579715,Georges Köhler,278.37954799999994,Joan Massagué,0.8752030000000001,Olivier Beyssac,0.15000000000000002,Paul Predki,2.3711632818181827,Georges Köhler,118.7657405,Friedrich Bonhoeffer,0.5481654999999998,Olivier Beyssac,0.15000000000000002
Patrick H. O'Farrell,4.423078499999997,David B. Johnson,276.75880199999995,John R. Glenney,0.8744507499999998,Olivier Bertrand,0.15000000000000002,Richard Durbin,2.367909402877693,C. Milstein,118.7657405,Sheila C. Barton,0.5478850000000001,Olivier Bertrand,0.15000000000000002
F. Barre-Sinoussi,4.407754593220339,David J. Schlegel,275.0076915,J T Fallon,0.8742297499999999,Olivier Berton,0.15000000000000002,Christopher B. Burge,2.364663471874998,Ahmedin Jemal,118.020758,S F Schlossman,0.5478510000000001,Olivier Berton,0.15000000000000002
Robert B. Catalano,4.406805333333334,Marc Davis,275.0076915,Suzanne M. Paley,0.8740809999999999,Olivier Bernard,0.15000000000000002,P Park,2.357307226562502,Jacques Ferlay,118.020758,L.L.M. van Deenen,0.5476895,Olivier Bernard,0.15000000000000002
John P. Huelsenbeck,4.395874439999999,Leon Festinger,274.4409115000001,Denis Gospodarowicz,0.87383875,Oliver Soehnlein,0.15000000000000002,Elizabeth Lacy,2.3494581271186448,Freddie Bray,118.020758,William J. Henzel,0.5476639999999999,Oliver Soehnlein,0.15000000000000002
Clifford L. Johnson,4.395269363636364,Michael H. Kutner,271.990761,Alex B. Novikoff,0.8735582499999999,Olivier Benveniste,0.15000000000000002,Eric S. Lander,2.3349493409091004,Elizabeth Ward,118.020758,Tim Hunkapiller,0.54688625,Olivier Benveniste,0.15000000000000002
Sergey V. Morozov,4.393883835365854,William T. Friedewald,266.46379749999994,Nael Martini,0.8732565000000001,Olivier Bensaude,0.15000000000000002,J Martin Bland,2.334939090090092,David Forman,118.020758,Howard G. Welgus,0.5453434999999999,Olivier Bensaude,0.15000000000000002
J. Michael Cherry,4.3897674292035385,Donald S. Fredrickson,266.46379749999994,Reubin Andres,0.87296325,Olivier Baudoin,0.15000000000000002,Daniel C. Koboldt,2.33347719680851,Jian Pei,117.5313025,Jordan D. Tobin,0.545301,Olivier Baudoin,0.15000000000000002
J Holmes,4.381099805970152,Robert I. Levy,266.46379749999994,Lily Y. Jan,0.8727125,Olivier Baud,0.15000000000000002,David R. Cox,2.3333591706036683,Michael Grätzel,116.484196,Reubin Andres,0.545301,Olivier Baud,0.15000000000000002
al. et,4.365706370892027,David Glick,264.40309149999985,Jérôme Giraudat,0.8709275000000001,Olivier Bouriaud,0.15000000000000002,E. Kellenberger,2.33333021969697,Oliver Smithies,115.9756155,Timothy Fennell,0.5450205,Olivier Bouriaud,0.15000000000000002
Ronald L. Rivest,4.363453704128459,John G. Kirkwood,262.5645669999999,G Blobel,0.8696524999999999,Olivier Boutaud,0.15000000000000002,Qui-Lim Choo,2.324383089887642,J. J. Hopfield,115.97072800000002,Thomas M. Jessell,0.5443235000000001,Olivier Boutaud,0.15000000000000002
William P. Castelli,4.356139539408864,Walter Gilbert,261.5311965,R J Lefkowitz,0.8657000000000001,Olivier Boyer,0.15000000000000002,David Botstein,2.32273060294118,L. H. Bennett,115.1063035,L. J. Ignarro,0.54335025,Olivier Boyer,0.15000000000000002
Lee Rowen,4.3533252661290325,Robert A. Woodruff,260.33245,Benjamin F. Hankey,0.86349,Olivier Capitain,0.15000000000000002,Pui Yan Kwok,2.3198115277777784,Matthew H. Liang,114.5125275,Dana Giulian,0.54323125,Olivier Capitain,0.15000000000000002
B. A. Roe,4.351682701492536,George Winokur,260.33245,Charles A. Alford,0.8598732499999999,Olivier Chastel,0.15000000000000002,Lora Lewis,2.3177012735849045,Gene G. Hunder,114.5125275,Elliot W. Strong,0.5431250000000001,Olivier Chastel,0.15000000000000002
Lee N. Robins,4.335064319672132,John P. Feighner,260.33245,W. Dansgaard,0.8591380000000001,Olivier Chassande,0.15000000000000002,Cole Trapnell,2.30306054,James F. Fries,114.5125275,Carroll M. Williams,0.5429167499999998,Olivier Chassande,0.15000000000000002
John E. Helzer,4.334251007633587,Eli Robins,260.33245,George B. Hutchison,0.8579904999999999,Olivier Chaloin,0.15000000000000002,W. M. Cowan,2.2866161269841268,Ronald L. Wilder,114.5125275,James G. Hirsch,0.5428954999999999,Olivier Chaloin,0.15000000000000002
Teresa C. Horan,4.33109104587156,Samuel B. Guze,260.33245,Kaplan No,0.8562989999999999,Olivier Chabre,0.15000000000000002,Georges Köhler,2.2843145662650586,Jane G. Schaller,114.5125275,Colin Feyerabend,0.5428105000000001,Olivier Chabre,0.15000000000000002
Michael S. Gottlieb,4.3265768692307685,Oliver Smithies,260.21858399999996,David M. Berkson,0.8550070000000001,Olivier Cazorla,0.15000000000000002,Robert Tibshirani,2.2791901586345347,Harvinder S. Luthra,114.5125275,M B Brenner,0.5427170000000001,Olivier Cazorla,0.15000000000000002
F. C. Greenwood,4.3195736010101005,Rakesh Agrawal,258.40624799999995,Shunzaburo Iwatsuki,0.852049,Olivier Cassar,0.15000000000000002,Rajinder Kaul,2.274913769736842,Frank C. Arnett,114.5125275,A Grinvald,0.5424450000000002,Olivier Cassar,0.15000000000000002
Dienstag Jl,4.305913788135594,George A. Bray,255.98415600000004,Joseph P. Miletich,0.8509524999999999,Olivier Casasnovas,0.15000000000000002,B. A. Roe,2.27306973880597,Thomas A. Medsger,114.5125275,Leena Mykkänen,0.542411,Olivier Casasnovas,0.15000000000000002
Karen O'Rourke,4.2968656509433965,K. A. Gschneidner,255.897235,Elizabeth D. Hay,0.8497115,Olivier Caron,0.15000000000000002,Stephen J. Aldington,2.271958416666666,Robert S. Pinals,114.5125275,Spyros Artavanis-Tsakonas,0.5423175000000001,Olivier Caron,0.15000000000000002
Vishwanath R. Iyer,4.292204699999998,V. K. Pecharsky,255.897235,Ramzi S. Cotran,0.8475524999999998,Olivier Cador,0.15000000000000002,Patrick H. O'Farrell,2.2687860000000004,John T. Sharp,114.5125275,Argiris Efstratiadis,0.5423175000000001,Olivier Cador,0.15000000000000002
W. Dansgaard,4.278545653333332,Douglas P. Wagner,255.237108,Howard A. Schneiderman,0.84736975,Olivier Braissant,0.15000000000000002,Christie Kovar,2.266463874999999,D. Bloch,114.5125275,George E. Palade,0.54219,Olivier Braissant,0.15000000000000002
J Martin Bland,4.277946509008999,William A. Knaus,255.237108,Paul Doty,0.8462604999999999,Olivier C. Martin,0.15000000000000002,William P. Castelli,2.263954689655171,John D. Ferry,114.221615,Stanford Moore,0.5419350000000001,Olivier C. Martin,0.15000000000000002
Aaron L. Halpern,4.274490803030305,Kieron Burke,254.67513050000002,L. Lorand,0.8459119999999998,Olivier Bénichou,0.15000000000000002,Alan J. Buckler,2.2571379583333337,William R. Pearson,113.4538865,E Kieff,0.5416714999999999,Olivier Bénichou,0.15000000000000002
Helga Boedtker,4.26579265,John P. Perdew,254.67513050000002,Richard J. Havlik,0.8456230000000002,Olivier Buriez,0.15000000000000002,Anne S. Olsen,2.257099265625,Albert László Barabási,112.514305,Santos A. Susin,0.5412720000000001,Olivier Buriez,0.15000000000000002
Karen A. Ketchum,4.252893590909087,J. W. T. Spinks,254.3910945,Paul D. Sorlie,0.844824,Olivier Bruyère,0.15000000000000002,Scott M. Hammond,2.2511024942528746,Réka Albert,112.514305,Yvonne Stirling,0.5402010000000002,Olivier Bruyère,0.15000000000000002
Mark Dickson,4.249848057377048,Dean Burk,254.03633000000008,Endel Tulving,0.8443904999999999,Olivier Brugière,0.15000000000000002,Richard D. Piner,2.2492961452991462,Rakesh Agrawal,112.1681255,James O. Taylor,0.5401585000000001,Olivier Brugière,0.15000000000000002
Scott Shenker,4.246190631078227,Thomas A. Witten,253.9795585,S F Schlossman,0.8439229999999999,Olivier Brocq,0.15000000000000002,al. et,2.2462027382629075,Donald R. Huffman,111.96805249999998,A E Weyman,0.5401499999999999,Olivier Brocq,0.15000000000000002
Timothy Fennell,4.24043383018868,Sidney J. Cutler,253.0056455,Karl A. Piez,0.8432940000000002,Olivier Brison,0.15000000000000002,Gabor T. Marth,2.2443849921875,Joseph R. Lakowicz,111.746126,Yuh Nung Jan,0.5393552500000001,Olivier Brison,0.15000000000000002
Ellen E. Walters,4.2242947177419365,Fred Ederer,253.0056455,Wallace H. Clark,0.8418405000000001,Olivier Briand,0.15000000000000002,Jane Rogers,2.243828294594594,Eugenia Kalnay,111.6313845,Benjamin F. Hankey,0.53778275,Olivier Briand,0.15000000000000002
Patrick Minx,4.219196200000002,Mary E. Charlson,252.49393700000002,J. C. Eccles,0.8417937500000001,Oliver Spadiut,0.15000000000000002,Brufman G,2.2423711842105267,Ants Leetmaa,111.6313845,V. G. Allfrey,0.5374129999999998,Oliver Spadiut,0.15000000000000002
Jeremy Peterson,4.218359466101696,Robert G. Parr,252.4411945,Laurie Davidson,0.8415939999999998,Oliver Schwarz,0.15000000000000002,Tarjei S. Mikkelsen,2.237528076923078,Wayne J. Higgins,111.6313845,Jian Kang Zhu,0.537141,Oliver Schwarz,0.15000000000000002
Richard R. Hudson,4.213233579999999,Robert C. Reid,251.9613185,A. J. Dalton,0.8415855,Oliver Smithies,0.15000000000000002,Zoltán N. Oltvai,2.233053855072465,Richard W. Reynolds,111.6313845,Thomas E. Kreis,0.5371324999999999,Oliver Smithies,0.15000000000000002
W. Brian Arthur,4.202567750000001,Robert Katzman,251.652556,Sanford L. Palay,0.8415599999999998,Oliver Senn,0.15000000000000002,Andrew Kasarskis,2.2316716750000003,Jia Wang,111.6313845,Paul D. Sorlie,0.5368944999999999,Oliver Senn,0.15000000000000002
David Botstein,4.201626073529424,Guy M. McKhann,251.652556,Sheldon Penman,0.8413262499999999,Oliver Hampe,0.15000000000000002,Suzanna E. Lewis,2.220759327067669,Jacob N. Israelachvili,111.4474615,Richard J. Havlik,0.5368944999999999,Oliver Hampe,0.15000000000000002
Margherita Maffei,4.197619387096773,Donald L. Price,251.652556,Daniel J. Diver,0.840268,Oliver H. Lowry,0.15000000000000002,Robert J. Dodson,2.218693308333333,David B. Johnson,111.0216625,G Schatz,0.5365375000000001,Oliver H. Lowry,0.15000000000000002
Richard Durbin,4.192145035971223,David A. Drachman,251.652556,Julius Axelrod,0.839299,Oliver H. Krämer,0.15000000000000002,Arthur L. Delcher,2.215010872222224,Fred J. Sigworth,109.91975649999999,Werner Risau,0.5362995000000002,Oliver H. Krämer,0.15000000000000002
Raymond J. MacDonald,4.188837377952755,Michael Polanyi,250.9127585,Donald D. Matson,0.8392225,Oliver H. Heckl,0.15000000000000002,Erica Sodergren,2.2108185148148136,Owen P. Hamill,109.91975649999999,Denis Gospodarowicz,0.5362315,Oliver H. Heckl,0.15000000000000002
